Researcher Name,Content Code,Include in Output?,Source_url,Publication_date (DD-MM-YYYY),Publication_time (hh:mm) (local time),"Content Warning (if potentially distressing imagery, briefly summarize)",Verification_status,Verifier Name,Potential unlawful use of force,Event_date (DD-MM-YYYY),Event_time (hh:mm) (local time),Geolocation_possible,Latitude,Longitude,Notes,Equipment(1)_timecode,Equipment(1)_type,Equipment(1)_manufacturer,Equipment(1)_model,Screenshots,Equipment(2)_timecode,Equipment(2)_type,Equipment(2)_manufacturer,Equipment(2)_model,Screenshots,Equipment(3)_timecode,Equipment(3)_type,Equipment(3)_manufacturer,Equipment(3)_model,Screenshots,Equipment(4)_timecode,Equipment(4)_type,Equipment(4)_manufacturer,Equipment(4)_model,Screenshots,Equipment(5)_timecode,Equipment(5)_type,Equipment(5)_manufacturer,Equipment(5)_model,Screenshots,Equipment(6)_timecode,Equipment(6)_type,Equipment(6)_manufacturer,Equipment(6)_model,Screenshots,Equipment(7)_timecode,Equipment(7)_type,Equipment(7)_manufacturer,Equipment(7)_model,Screenshots
Wendy,LB041,Maybe,https://pictures.reuters.com/archive/LEBANON-SECURITY-BLAST-PROTESTS-RC24BI9V5ECR.html,10-08-2020,,No,Verified,Aaliyah,TRUE,10-08-2020,,No,,,,,Launcher,SAE Alsetex,Cougar Multilight 56mm,https://drive.google.com/file/d/1ox4JrhCxhkBvX2i-_xc3wxaw_fY_CqB8/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina ,LB042,No,https://twitter.com/ArabyOrg/status/1218637704851808256,18-01-2020,12:54: ,No,Verified,Liberty,FALSE,18-01-2020,nighttime,No,,,Additional details to the launcher ,N/A,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/19yowHEI--5A9KftNj_o-tqYUUEUtLbIU/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina ,LB043,No,https://twitter.com/Boswall_Jacob/status/1218632748899930112,18-01-2020,12:34: ,No,Cannot be Verified,Liberty,FALSE,18-01-2020,,No,,,"Alsetex manufacturer, tear gas package (mail image that includes French address + weight) / Aymeric : on the packahe there is the mention LOT 4 -SAE - 15 (15 is the year of manufacturing)",N/A,Munition,SAE Alsetex,CM3,https://drive.google.com/file/d/1WSKPvTHEULbnD4j3HC2U7GinYUJKTzem/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacqueline ,LB045,No,https://twitter.com/bothness/status/1205985662622666752,14-12-2019,14:59: ,No,Verified,Liberty,TRUE,14-12-2019,night,Yes,33.897508,35.507503,"tear gas fired in Beruit Martyrs Square, can't see launcher only arc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie,LB046,No,https://www.youtube.com/watch?v=JsyK4EvnkXg,15-12-2019,05:14: ,"tear gas, force, beating of a protester around time code 0:54",Verified,Liberty,TRUE,15-12-2019,night,Yes,33.895967,35.503619,Some kind of bullet or explosive is loaded in the launcher but you can only see that it has a white cap,0:14,Launcher,SAE Alsetex,Cougar Multilight 56mm,https://drive.google.com/file/d/1j58WzixdzcJ6-FBh-nx8yQzz2EP9Lxwr/view?usp=sharing,0:22,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1V7HsYEtWGFdkD2GK528cobEbyMEQCxsp/view?usp=sharing,0:28,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/16nJMzyOjXC22WUNbd8RD59IeGZmHLlbL/view?usp=sharing,,,,,,,,,,,,,,,,,,,,
Maeve,LB047_1,,https://www.pscp.tv/w/1ypJdBZzbvLKW,18-01-2020,07:56: ,No,Verified,Maeve,FALSE,18-01-2020,,Yes,"33.894922
","35.506672
","really long 36 minute video, + aymeric : humvee, guarani vehicle, from 25mn policeman fire with shotguns maybe shouting rubber bullet",0:45,Munition,SAE Alsetex,"DPR (50m,100m, or 200m)",https://drive.google.com/file/d/1HZq19e9Uq-UuIXTvzrK4dMjXsqQ-HzDO/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB047_2,,https://www.pscp.tv/w/1ypJdBZzbvLKW,18-01-2020,07:56: ,,Verified,,FALSE,18-01-2020,,,33.898141,35.508294,,23:20,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1x4VLfbxIAfsMv5GO_GEg74N51EQKC7D-/view?usp=sharing,31:57:00,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1JeeuxpuV-0d05GLlg2Whvz4mg2Lt7NMe/view?usp=sharing,32:03:00,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1UCWB1onoZZjII8wHeOAyi4GKGe5m1q2m/view?usp=sharing,34:07:00,Munition,SAE Alsetex,"DPR (50m,100m, or 200m)",https://drive.google.com/file/d/1kfnYm3XitY0OjG56iDTg2W5OxgbTiv6-/view?usp=sharing,34:13:00,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1heXD3H1O4qI2YFUNZFlCRvMhMzNukW8R/view?usp=sharing,36:21:00,Vehicle,IVECO,VM 90,https://drive.google.com/file/d/1-SdOE_DrrE5p5MNB6hIuTBS7NEVuDIG3/view?usp=sharing,,,,,
Francesca,LB048,No,https://www.facebook.com/danielgeorr/posts/10157672673886047,18-01-2020,21:26:00 AM,No,Verified,Sophia,FALSE,18-01-2020,night,Yes,33.896314,35.507239,vehicle 2,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1YNU0tRX0JI3IB9v_oCY-hj46HcHfLOK-/view,,Vehicle,IVECO,VM 90,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB049,No,https://twitter.com/Leila_MA/status/1217205333715750912,14-01-2020,21:02: ,No,Verified,Sophia,FALSE,14-01-2020,night,Yes,33.895193,35.484978,"Riot policeman firing tear gas atop military vehicle : Aymeric, the man he is throwing on the ground some DPR 100",0:09,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1N2QoL0RDp7S9D8UY0WWgbzkY3B3P2rr3/view?usp=sharing,,Vehicle,IVECO,VM 90,,,Munition,Unknown,"DPR (50m,100m, or 200m)",,,,,,,,,,,,,,,,,,,,,
Yaas,LB052,,https://www.youtube.com/watch?v=QRqlmQzAK18&feature=youtu.be,18-01-2020,,"Yes: Violent content, tear gas, shooting ",Verified,Yaas,FALSE,18-01-2020,night,Yes,33.896514,35.504408,1 hour streaming of military ,17:28,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1880QW5ffXqFLBwbEpo02l_HHCrHqy3LH/view?usp=sharing,15:24:00,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/1Mqs94ySMvgj7yITpO5JpSuFLbB3FeoUJ/view?usp=sharing,48:57:00,Launcher,SAE Alsetex,Chouka 56mm,https://drive.google.com/file/d/1Hntn8-0U3jgLx0SvDhJwh5VymKKDcf-7/view?usp=sharing,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1voQ8IRyC7iQ1Hp9_NIt-dYQv4n_d5ExU/view?usp=sharing,,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1NGJVVcwP2PA6UQdJy8yzflCVK1pyAueM/view?usp=sharing,57:56:00,Vehicle,IVECO,VM 90,,57:56:00,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,
Eliza,LB053,No,https://twitter.com/HusseinElAchi/status/1224807326839865346,02-04-2020,23:29: ,No,Verified,Wendy,FALSE,,,,33.9121129,35.5811076,Humvee and land rover,0:10,Vehicle,AM General,Humvee,https://drive.google.com/file/d/1iuB6xG-uTSAl74hEsVVb8D3TpdXmgvYi/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliza,LB054,No,https://twitter.com/rich_weir/status/1292106685130170368,08-08-2020,17:33: ,No,Verified,Sophia,FALSE,08-08-2020,17:33: ,Yes,33.895216,35.506267,Munition. Alsetex. below located photos shown / Aymeric : tear gas grenade Alsetex with a DPR 200,,Munition,SAE Alsetex,G1,https://drive.google.com/file/d/1rZpr7ZXUoFKoT2fWi2xgjdATnipyjTkk/view?usp=sharing,,Munition,SAE Alsetex,"DPR (50m,100m, or 200m)",,,,,,,,,,,,,,,,,,,,,,,,,,
Katya,LB055,No,https://www.youtube.com/watch?v=a2AcIOe2Xx4,19-01-2020,16:02:46 (UTC),Use of weapons against protestors,Verified,Mitch,FALSE,18-01-2020,night,Yes,33.8976027,35.5067739,Launchers being fired against protestors.  It is very dark so hard to distinguish between Cougar 56mm and Chouka 56 mm,1:08,Launcher,SAE Alsetex,Chouka 56mm,https://drive.google.com/file/d/1oZ9gn-qzolw_s_3UoSlXRsW_ClvRgotv/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meher,LB056,No,https://twitter.com/K_Rintelmann/status/1206357803868315648,16-12-2019,01:38: ,"Tear gas, batons, water cannon used against protestors ",Verified,Yaas,FALSE,15-12-2019,,Yes,33.8981147,35.5046657,"Tear gas, water cannon",1:13,Vehicle,Unknown,Water Cannon,https://drive.google.com/drive/u/1/folders/1WDEONoaeYDPZKFngSKZdHLP9I1OiEMXL,1:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eliza,LB057,No,https://twitter.com/joeyayoub/status/1292120132945358849,08-08-2020,18:27: ,No,Cannot be Verified,Sophia,FALSE,08-08-2020,,,,,"Tear gas, cannisters / Aymeric : for the Alsetex grenades they are CM 4 or CM6 but not CM4 (doesn't exist). Can we improve the image? On the Nobel grenade we can see the mention 12-PB-and maybe 19 (the last number is the year of manufacturing).",,Munition,Nobel Securite,MP7,https://drive.google.com/file/d/1XqNVFJSIpUW-vEAL5NK7qMxtplZmzLuV/view?usp=sharing,,Munition,SAE Alsetex,CM4/CM6,https://drive.google.com/file/d/1XqNVFJSIpUW-vEAL5NK7qMxtplZmzLuV/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle,LB058,No,https://twitter.com/samdagher/status/1227155771437260800,11-02-2020,11:01: ,No,Verified,Wendy,FALSE,11-02-2020,,Yes,33.8952482,35.5091195,multiple vehicles seen,0:04,Vehicle,Arquus,VAB 4x4 APC,https://drive.google.com/file/d/1EvIJj6G_3paiYtxLwLSSXni78P2-SIOC/view?usp=sharing,,Vehicle,AM General,Humvee,,,,,,,,,,,,,,,,,,,,,,,,,,
Avani and Yaas,LB059,No,https://twitter.com/ThisQueensPark/status/1218584004758310918,18-01-2020,19:20: ,Yes,Verified,Mitch,FALSE,18-01-2020,,Yes,33.8975531,35.5070133,"Launcher seen, police officers launching tear gas",1:00,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1Ar7Y_O5rsfISytT8IXso9zYhsKIBN7Ty/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB060,No,https://twitter.com/SarahDadouch/status/1217417701246849026,15-01-2020,11:06: ,No,Verified,Mitch,FALSE,14-01-2020,,Yes,33.8956227,35.4832837,vehicle mounted launcher,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1lvusN7YF9Ip6fa3CgTQh4kE_bnzcFV5E/view?usp=sharing,,Vehicle,IVECO,VM 90,https://drive.google.com/file/d/1lvusN7YF9Ip6fa3CgTQh4kE_bnzcFV5E/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,
Fannie,LB061,No,https://twitter.com/VOANews/status/1189225381066240000,29-10-2019,19:00: ,No,Verified,Fannie & Maeve,FALSE,29-10-2019,,Yes,33.89387091935372,35.503792264902245,,0:08,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1k1bgiIeb0JTcGzjvLunAzHhO9p5S7PZr/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fannie,LB062,No,https://twitter.com/SkyNews/status/1188442891477229571 ,27-10-2019 ,15:10: ,Yes. Aggressive grabbing of citizens. gun shots fired.,Verified,Sophia,TRUE,26-10-2019,,Yes,34.420870,35.829765,controversy over whether shots were fired at protestors or in the air,0:20,Vehicle,Arquus,VAB 4x4 APC,https://drive.google.com/file/d/1JSn_LxWbPm9EAJN4EZa-sH4Bf88lCTvY/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB063,No,https://twitter.com/ItsCineChris/status/1218942384169459712,19-01-2020,19:04: ,No,Verified,Wendy,FALSE,19-01-2020,,Yes,33.898139,35.504827,Are you sure it is a SAPL muniitons ?,N/A,Munition,Unknown,Unknown,https://drive.google.com/file/d/1BshTgRlCW5VNw79XWgdAwSz0t5hIyYlU/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB064,No,https://www.youtube.com/watch?v=rCQ4Tz7WgKo,19-01-2020,,No,Verified,Mitch,FALSE,14-01-2020,,Yes,33.8952759,35.4877004,tear gas fired,0:13,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1nb_f2AnO4VgaF2F9zfMByusYW5mrUh8E/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeve,LB065,No,https://twitter.com/takethesquare/status/635576720721113088,23-08-2015,01:17: ,No,Verified,Maeve,FALSE,,,Yes,33.895377,35.502581,water cannons,N/A,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/1p2_KHdcE60qzBz8HU4OQUDJ8-Vpj4rJn/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeve,LB066,No,https://twitter.com/HalaJaber/status/635428883521794048,23-08-2015,15:30: ,No,Cannot be Verified,,FALSE,,,No,,,three images,N/A,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1omo82kwWPcCZ4GNsLBenu7q22uYgVsm6/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katya,LB067,No,https://www.youtube.com/watch?v=xLAUoSXotok,09-08-2020,15:32:09 (UTC),wounded protestor and general violence,Verified,Wendy,FALSE,08-08-2020,day,Yes,33.8974191,35.5059128,Wendy: can't geolocate 1st equipment; coordinates are for 2nd equipment (Land Cougar 12)/Aymeric : munitions at 2:38 are Nobel sport security tear gas grenade 56mm with DPR 100. The red marking is thinner than on alsetex grenades and at bottom contrary to alsetex grenades.,1:16,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1D8JaHIxaDa04mahH8X5kKiooOshM5GJS/view?usp=sharing,1:40,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1WVLV91jHa-AtST3ttVHuaj2I3cujHFEj/view?usp=sharing,1:40,Vehicle,IVECO,VM 90,,2:38,Vehicle,IVECO,VM 90,,2:38,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,2:38,Munition,Nobel Securite,PLMP,,2:38,Munition,Nobel Securite,"DPR (50m,100m, or 200m)",
Katya,LB068,No,https://www.youtube.com/watch?v=1nOhBzS3x7s,21-10-2012,16:00:17 (UTC),general violence,Verified,Mitch,FALSE,21-10-2012,day,Yes,33.895271,35.501800,associated press,0:15,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1h9ck4iYe7n_LR551BuxOkWsbiYQXVI4C/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katya,LB069,No,https://www.youtube.com/watch?v=bvfRl49yijg,19-01-2020,15:39:58 (UTC),violence,Verified,Mitch,FALSE,18-01-2020,night,Yes,33.8976027,35.5067739,,0:12,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1NYXVZGXz7-7L5lBCMvybKEInUeYu62v8/view?usp=sharing,0:30,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/15nd52mnR4MplF9FyraJD0XZ3j7eFzbP6/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,
Katya,LB070,No,https://www.youtube.com/watch?v=XPAScg76gPA,18-01-2020,22:02:01 (UTC),violence,Verified,Yaas,FALSE,18-01-2020,day,Yes,33.898056,35.504756,,0:32,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/1IjxZbkacnuptEQyqhfjocOm8ruGC1eu1/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aliyah,LB072,No,https://twitter.com/admit2sin/status/1186047653051809792,20-10-2019,22:32 UTC,"Yes, watercanons being targeted at protesters, bottles being thrown, fire being started",Verified,Maeve,FALSE,,,Yes,33.895366,35.502925,news footage from CGTN America. post is retweet by twitter user not affiliated with CGTN.,0:47,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/11mtp0o6xpeBe-iaF59B2Byr0HP5tqAMv/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aliyah,LB073,Maybe (excessive use),https://www.youtube.com/watch?v=JMUbtPs7aFo,22-10-2019,01:52:13 (UTC),Yes,Verified,Maeve,FALSE,,,Yes,33.895230,35.502287,,1:07,Vehicle,Unknown,Water Cannon,https://drive.google.com/drive/u/3/folders/1WDEONoaeYDPZKFngSKZdHLP9I1OiEMXL,1:23,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/1Xdjbz0uIo0wd0NlUN_Il2DF34XCmTp1M/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,
Fannie,LB074,No,https://twitter.com/hmalla72/status/1188406092235186176/photo/3,27-10-2019,12:44: ,No,Verified,Wendy,FALSE,26-10-2019,,Yes,33.8924572,35.505562,,,Vehicle,Arquus,VAB 4x4 APC,https://drive.google.com/file/d/1TJ8IzKDpKpq93hPDDEeKz2jPrxSBDqDU/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fannie,LB075,No,https://www.youtube.com/watch?v=IKZJlVfq0VM,26-10-2019,23:22: ,"Yes, use of force against protestors and person being carried away on stretcher",Verified,Wendy,FALSE,26-10-2019,,Yes,33.8927246,35.5040702,,1:06,Vehicle,Arquus,VAB 4x4 APC,https://drive.google.com/file/d/1XNBVMzK3cfVoLBbuLFcP2F8RsTBhFxz5/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB076,Maybe,https://twitter.com/Chara_fc/status/635752512990105604,24-08-2015,11:56: ,No,Verified,Evette,FALSE,23-10-2015,,No,,,,N/A,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1xQsdLa7ajJiy2H_1bwAPRrHruuK7eTG9/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha,LB077,No,https://twitter.com/DailyStarLeb/status/635508769900920832,23-08-2015,19:47: ,"Yes (when you open link attached, photo of person shot)",Verified,Evette,TRUE,23-08-2015,night,Yes,33.896888,35.503106,,N/A,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1Mjl_neAzZxnOjRV_tl5Yn_YHA-UWTeoh/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeve,LB078,,https://www.pscp.tv/w/1RDGlroZWqjxL?t=6m20s,08-08-2020,20:20: ,"Yes (police and military brutality aganist protesters, using of weapons against protesters)",Verified,Evette,TRUE,08-08-2020,night,Yes,33.895216,35.506267,news footage from alarabiya and interviewing of protesters.,33:57,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/12XwhAqiA2vkjWzG0ZBRQUf-cr0uvt-N2/view?usp=sharing,37:29:00,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/11lDWYeNqxUY_7TK7Stse0DWUSFLXhzV_/view?usp=sharing,38:41:00,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1VdfdGI2sIJ0F-8aTLvr0smfmXtr549nW/view?usp=sharing,45:40:00,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1jCmEqu71JFMFI2cOnjlIQfUfpNVyS-FW/view?usp=sharing,52:18:00,Vehicle,IVECO,VBTP-MR Guarani 6x6,https://drive.google.com/file/d/1aCsaEHFYl3E40Tbkzk853lwWVlwobOMG/view?usp=sharing,,,,,,,,,,
Maeve,LB079,,https://www.pscp.tv/w/1lDGLymRbQwJm?t=23m46s,08-08-2020,16:51: ,No,Verified,Evette,TRUE,08-08-2020,day,No,,,,49:53,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/14ZDYXZstACrszPvGQZ6DJHR2GrCMxRls/view?usp=sharing,50:31:00,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1Dl6OjMo3QgdHVDhakvZcCRKSCU_g_CJ3/view?usp=sharing,52:10:00,Vehicle,IVECO,VM 90,https://drive.google.com/file/d/1A4PpAwd8Tv0xqoKf6eTSsBQLY7UCSDSH/view?usp=sharing,52:15:00,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1frGbG7V0qhtemLy9jTaBGcadykD4HlFD/view?usp=sharing,54:58:00,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/18tQG5o4M1aA-jy-FPw0pbo9pLIi72lGe/view?usp=sharing,,,,,,,,,,
,LB080,Maybe,https://twitter.com/hindhassannews/status/1292873687805419523,10-08-2020,08:21: ,No,Verified,Wendy,FALSE,,,Yes,33.896483,35.506960,,N/A,Munition,Nobel Securite,MP7,https://drive.google.com/file/d/1j2nUkLCq64CD2a9fk_EvqEANivydqI8n/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB081,Maybe,https://www.dailystar.com.lb/dailystar/Pictures/2017/01/16/447974_img650x420_img650x420_crop.jpg,23-08-2015,14:49: ,Yes (police using weapon on protester),Verified,Evette,TRUE,23-08-2015,night,Yes,33.896888,35.503106,screenshot of one of the images shown in LB077,N/A,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/1VQ79OCCnZlin26YmFHscBAckOZHeGt1W/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB082,No,https://ifex.org/security-forces-crack-down-on-peaceful-protests-in-lebanon/,21-10-2019,,No,Verified,,FALSE,18-10-2019,,No,,,,N/A,Launcher,SAE Alsetex,Chouka 56mm,https://drive.google.com/file/d/1iLHXPR82yJi7WvgGJ7OObgFCRiE-whKz/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB083,No,https://www.middleeasteye.net/news/how-lebanese-protesters-are-targeted-french-military-grade-tear-gas,27-11-2019,,No,Verified,Mitch,FALSE,18-10-2019,,No,,,allegedly photographed in Riad al-Solh Square by MEE reported Kareem Chehayeb,N/A,Munition,SAE Alsetex,CM4/CM6,https://drive.google.com/file/d/1zFhIymwoe8GNhFaUgW13jSlvZufQGC7q/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB084,Maybe,https://twitter.com/HassanChamoun/status/1218645969568501760,18-01-2020,23:26: ,,Verified,Wendy,TRUE,,,Yes,33.896483,35.506960,,0:06,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/10NZSvUvpnNi3xaHjSkZhfH0gEE3qeMFm/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB085,No,https://twitter.com/The_NewArab/status/635946029653839872/photo/1,24-08-2015,03:45: ,Yes,Verified,Mitch,TRUE,23-08-2015,,Yes,33.895249,35.501978,Attributed to AFP on Getty here: https://www.gettyimages.com.mx/detail/fotograf%C3%ADa-de-noticias/lebanese-riot-police-fire-tear-gas-towards-fotograf%C3%ADa-de-noticias/485020184?irgwc=1&esource=AFF_GI_IR_TinEye_77643&asid=TinEye&cid=GI&utm_medium=affiliate&utm_source=TinEye&utm_content=77643,N/A,Launcher,SAE Alsetex,Chouka 56mm,https://drive.google.com/file/d/1muj7ffdXmfQxVFEmLI_gsDhhbKY4mr_s/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB086,No,https://cdn.cnn.com/cnnnext/dam/assets/191215093837-02-lebanon-protests-1214-exlarge-169.jpg,15-12-2019,14:39: ,No,Verified,Wendy,FALSE,15-12-2019,,No,33.8977376,35.5063704,,N/A,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,https://drive.google.com/file/d/1HalDquPVbnqNRrk0BqNBPh3XeG7dXrIX/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB087,No,https://www.reuters.com/article/cnews-us-lebanon-crisis-politics-idCAKCN0QS0K420150824,24-08-2015,,No,Verified,Mitch,FALSE,23-08-2015,,Yes,33.8950125,35.5028549,,N/A,Launcher,SAE Alsetex,Cougar Multilight 56mm,https://drive.google.com/file/d/1kdF-i7M8r1rV9Y-6AgefkrQbpCQXNXr1/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB088,No,https://cdn.theatlantic.com/thumbor/8qIZ-EjwcK4M8jvxfpZ3p6AwSn0=/1500x853/media/img/photo/2015/08/lebanons-youstink-anti-government-p/l07_484883086/original.jpg,24-08-2015,N/A,No,Verified,Mitch,FALSE,22-08-2015,,Yes,,,,N/A,Launcher,SAE Alsetex,Cougar 56mm,https://drive.google.com/file/d/16-LM_iNBPoEII01-ubCUmH_UF1cMJSHO/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB089,No,https://cdn.theatlantic.com/thumbor/bu8WOfS2Dog2Nmul-zcONMSLsso=/1500x1022/media/img/photo/2015/08/lebanons-youstink-anti-government-p/l14_AP488097459606/original.jpg,24-08-2015,,No,Verified,Mitch,FALSE,23-08-2015,,Yes,33.895329,35.502690,,N/A,Vehicle,Unknown,Water Cannon,https://drive.google.com/file/d/1TqgSHIypRuDaSVlJayIxHrp7qJyGwyYu/view?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB090,No,https://twitter.com/AlHadath/status/1292171403161210881,08-08-2020,21:50: ,No,Verified,Mitch,FALSE,08-08-2020,,Yes,33.8976582,35.5064292,,,Vehicle,Arquus,Sherpa Light APC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB091,No,https://twitter.com/AlArabiya/status/1292181057320759296,08-08-2020,22:29: ,No,Verified,Mitch,FALSE,08-08-2020,,Yes,33.8976582,35.5064292,,,Vehicle,Arquus,Sherpa Light APC,,,Launcher,SAE Alsetex,Chouka 56mm,,0:31,Munition,Other,Other,,,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,,,,,,,,,,,,,,,
,LB092,No,https://twitter.com/AlArabiya/status/1292191152800661506,08-08-2020,23:09: ,No,Verified,Mitch,FALSE,08-08-2020,,Yes,33.8976582,35.5064292,,0:29,Launcher,SAE Alsetex,Chouka 56mm,,0:31,Vehicle,Arquus,Sherpa Light APC,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB093,No,https://twitter.com/hrw_ar/status/1298517680400543745,26-08-2020,,No,Verified,,FALSE,,,No,,,,,Munition,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LB094,No,https://www.thenationalnews.com/world/mena/beirut-sees-another-night-of-tear-gas-before-talks-for-new-prime-minister-1.952074#4,16-12-2019,,No,Verified,Mitch,FALSE,14-12-2019,,Yes,33.8974602,35.5074669,,0:13,Vehicle,IVECO,VM 90,,0:13,Vehicle-mounted weapon,SAE Alsetex,Land Cougar 12,,,,,,,,,,,,,,,,,,,,,,,,,,
